-16.549,-11.341
10.101,20.964
-0.97604,-1.1646
-6.2765,-23.148
-16.9,-12.473
12.324,-18.587
-0.48287,-1.6758
-1.0009,-0.04169
1.9155,-1.1838
-1.6942,1.3768
1.686,1.0918
-5.5427,21.079
1.1764,-0.73565
-7.3888,-18.657
0.38043,0.45802
22.199,7.4324
-0.75872,-1.8702
-11.956,16.252
1.6419,-0.60469
-0.030178,2.1052
19.13,9.2985
-0.64524,0.86616
-0.89188,1.7021
1.1395,-1.6092
-6.8264,20.135
1.217,0.86852
-12.758,-19.083
10.174,18.208
20.722,9.0219
-18.667,11.37
-20.335,-1.9619
-9.6226,17.667
-1.2354,-0.48474
-22.217,-5.8682
5.5664,19.967
-0.70806,0.71654
23.993,2.3483
-13.076,18.845
12.64,-19.435
-0.27941,-2.2582
0.17733,-2.2057
19.62,-9.9302
21.312,5.3408
0.84733,24.084
23.833,-1.7825
-20.536,0.3973
-2.3673,21.424
-1.0492,-1.9378
-20.385,5.6135
18.394,11.335
-15.425,-18.767
0.11008,-0.18199
1.1929,-0.12001
18.049,13.554
0.38569,-24.798
-17.987,-13.931
-12.356,20.127
18.686,10.798
-0.8716,0.62505
-19.725,8.6708
1.7183,-0.36816
-1.804,0.58164
0.79223,-23.212
17.215,11.376
2.1687,-0.51491
9.2969,-20.608
-4.4026,20.991
10.554,-22.289
-11.945,21.002
23.298,-4.4192
0.75509,-0.96293
1.8539,0.4303
1.7886,-1.6847
23.024,-7.2083
-14.235,-18.939
13.571,18.149
-23.524,0.042403
9.1937,19.408
18.315,8.8411
-21.967,-7.0072
-0.29614,1.5457
10.809,-21.09
-14.325,-14.975
-18.428,16.155
-0.87974,-0.2775
-1.8522,0.488
-10.51,-19.425
2.3756,0.72616
1.0317,-21.414
17.723,14.478
24.006,6.8549
12.572,-18.154
23.409,-4.0874
-6.0493,21.489
17.096,14.493
-1.7038,-1.6477
-2.1159,-0.17049
-1.3649,0.16885
2.0962,-0.44301
-4.1181,22.688
13.092,-21.233
-1.8361,-0.51203
21.415,-6.4763
21.799,-12.128
0.099847,-1.6327
-1.2176,-0.91275
-1.227,1.8133
0.17347,0.14482
1.7882,0.27654
13.558,-17.115
20.084,-6.3706
-10.706,17.62
20.469,-13.424
-1.1871,-1.491
22.558,8.1871
0.60773,-1.4985
18.533,13.709
-1.5543,1.2542
16.485,-18.664
11.03,-16.763
-1.9762,-0.74341
-1.7138,-0.11846
-2.0455,-0.94868
-0.91974,-1.8957
1.7883,0.74416
-1.2775,0.9141
20.948,-13.302
-18.729,-9.5996
-15.022,19.887
-16.057,-14.401
-20.186,-5.6688
0.18832,0.95731
-22.633,-1.6361
6.9021,-21.143
-6.5535,-23.821
-11.853,-19.867
-11.747,20.538
-21.368,4.0151
8.5253,19.967
5.3018,22.242
3.7024,-21.539
-0.068968,0.42037
11.728,-20.71
0.43961,-1.7908
-4.3312,-21.134
19.33,-9.4957
-0.10983,-0.61548
1.4594,1.0406
-0.78036,0.90482
-0.72426,-0.24046
0.37568,-0.61628
0.74625,-1.1839
3.1389,24.355
-1.3333,1.0522
-20.463,-7.9751
-0.54164,0.77398
12.542,-16.096
2.0256,-0.35645
15.869,15.371
-0.96167,-0.42355
-1.1563,-1.7565
20.836,-0.34302
2.0576,1.2139
-19.764,7.4915
-0.013379,-2.1797
-0.84691,24.173
1.8963,-0.8728
1.8421,0.71442
11.697,-20.795
0.53472,-1.303
-19.451,13.178
-0.35706,-1.9079
-9.2252,21.85
-12.728,-18.118
-0.3564,-1.9765
1.6675,0.62429
-0.27599,0.11659
18.816,6.935
-24.062,-6.6841
-11.513,-17.264
0.81526,1.6145
22.744,-1.3348
21.114,4.8011
-17.437,-17.697
-1.5277,-1.4604
0.10281,1.7595
-19.118,-9.5005
19.533,7.8731
2.8952,20.406
0.64216,0.43455
-6.577,-22.342
16.598,13.968
22.362,-9.7842
-1.5734,-1.6765
-2.0792,1.3825
16.225,12.897
11.489,-18.085
-19.284,-8.8401
-0.32344,2.1344
11.838,-17.458
-1.7664,-1.0267
-0.9346,1.6166
1.8316,-0.53642
-0.48799,-1.2729
20.292,4.238
-1.4508,-0.10758
10.422,-20.519
11.119,-19.551
-1.6667,23.595
-2.3057,-0.76732
13.922,-14.732
1.3636,0.87588
20.459,-1.7089
-21.204,0.16899
1.9353,0.67153
0.72091,-0.5066
-0.11049,-2.4967
-2.2596,-0.41306
19.916,11.096
-0.36568,0.53701
0.3627,-1.7464
0.58083,-0.86016
0.55652,1.2645
-0.59016,1.0146
-2.4172,0.48088
-1.6463,1.0129
-1.2536,-1.8807
10.943,21.042
-0.52743,-0.79595
-23.306,-3.8042
0.61874,-0.22024
-6.5117,23.014
21.939,-0.02435
-4.8735,-20.768
1.0679,0.35856
-0.31887,1.2924
2.1933,0.4335
0.11892,0.042705
-0.030521,0.38365
1.5563,0.30078
-1.4587,-1.8919
-8.6495,-21.831
1.2271,0.15742
-0.23576,2.3028
0.39133,-2.1606
21.448,8.8716
-20.377,10.551
19.676,9.3619
1.5099,-0.72577
8.8665,23.017
-0.43805,-0.65044
0.095215,1.0176
-14.427,15.084
-19.985,9.2189
1.1318,-0.71578
-0.62313,-1.2494
1.8543,0.061578
0.77799,0.031947
22.523,-8.5489
2.0404,-1.23
-20.751,3.8288
1.9956,-0.47968
0.90557,1.0981
2.1216,-1.1456
-6.3806,20.653
-1.3854,2.0054
-0.23422,-2.0336
-1.5666,21.238
-1.2708,-0.33464
13.283,-20.488
22.549,0.76289
2.3573,0.82528
3.8977,-24.567
-0.26429,1.784
20.466,3.322
